Name,Platform,Publisher,Developer,Critic_Score,User_Score,Total_Shipped,Year,Genre,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Year_as_date
Imabikisou,PS3,Sega,ChunSoft,7.44,,0.04,2007,Adventure,0.0,0.0,0.04,0.0,0.04,2007-01-01
Hakuouki: Reimeiroku Portable,PSP,Idea Factory,Otomate,7.279999999999999,,0.04,2011,Adventure,0.0,0.0,0.04,0.0,0.04,2011-01-01
Sega Ages 2500 Series Vol. 33: Fantasy Zone Complete Collection,PS2,Sega,M2,7.0200000000000005,,0.04,2008,Shooter,0.0,0.0,0.04,0.0,0.04,2008-01-01
Antz Extreme Racing,PS2,Empire Interactive,Supersonic Software,2.4,,0.04,2002,Racing,0.02,0.02,0.0,0.01,0.04,2002-01-01
Motto Toeic Test Ds Training,DS,Ie Institute,IE Institute,7.0200000000000005,,0.04,2008,Misc,0.0,0.0,0.04,0.0,0.04,2008-01-01
Atelier Sophie: The Alchemist Of The Mysterious Book,PS3,Tecmo Koei,Gust,7.08,,0.04,2015,Role-Playing,0.0,0.0,0.03,0.0,0.03,2015-01-01
The Sims 2: Pets,PC,Electronic Arts,Maxis,7.4,,0.04,2006,Simulation,0.01,0.02,0.0,0.01,0.04,2006-01-01
Jojo'S Fashion Show: Design In A Dash!,DS,Ubisoft,GameLab,4.96,,0.04,2009,Simulation,0.04,0.0,0.0,0.0,0.04,2009-01-01
Mike Tyson Boxing,GBA,Ubisoft,Virtuacraft,6.2,,0.04,2002,Sports,0.03,0.01,0.0,0.0,0.04,2002-01-01
Meteos: Disney Magic,DS,Disney Interactive Studios,Q Entertainment,7.300000000000001,,0.04,2007,Puzzle,0.01,0.02,0.0,0.0,0.04,2007-01-01
Clannad,PS2,Interchannel,Visual Arts,7.059999999999999,,0.04,2006,Adventure,0.0,0.0,0.04,0.0,0.04,2006-01-01
Katekyoo Hitman Reborn! Battle Arena 2 - Spirits Burst,PSP,Marvelous Interactive,Ancient,6.5600000000000005,,0.04,2009,Fighting,0.0,0.0,0.04,0.0,0.04,2009-01-01
Akko Ni Omakase! Brain Shock,DS,Taito,Taito Corporation,7.059999999999999,,0.04,2006,Misc,0.0,0.0,0.04,0.0,0.04,2006-01-01
Akko Ni Omakase! Brain Shock,DS,Taito,Taito,7.059999999999999,,0.04,2006,Misc,0.0,0.0,0.04,0.0,0.04,2006-01-01
Mission: Impossible - Operation Surma,GBA,Atari,M4 Entertainment,5.38,,0.04,2003,Platform,0.03,0.01,0.0,0.0,0.04,2003-01-01
King Of Fighters: Maximum Impact Regulation A,PS2,Snk Playmore,SNK Playmore Corporation,7.44,,0.04,2007,Fighting,0.0,0.0,0.04,0.0,0.04,2007-01-01
Date A Live: Rine Utopia,PS3,Compile Heart,Compile Heart,6.959999999999999,,0.04,2013,Adventure,0.0,0.0,0.04,0.0,0.04,2013-01-01
Durarara!! 3Way Standoff: Alley,PSP,Kadokawa Shoten,Kadokawa Games,7.279999999999999,,0.04,2011,Adventure,0.0,0.0,0.04,0.0,0.04,2011-01-01
Famicom Mini: Clu Clu Land,GBA,Nintendo,Nintendo,6.6000000000000005,,0.04,2004,Puzzle,0.0,0.0,0.04,0.0,0.04,2004-01-01
Ukiyo No Shishi,PS3,Namco Bandai Games,Spike Chunsoft,7.08,,0.04,2015,Action,0.0,0.0,0.03,0.0,0.03,2015-01-01
Assassin'S Creed Chronicles: China,PS4,Ubisoft,Climax Studios,6.900000000000002,6.0,0.04,2015,Action,0.0,0.03,0.0,0.01,0.04,2015-01-01
Sacred Blaze,PS2,Flight-Plan,Flight-Plan,6.5600000000000005,,0.04,2009,Strategy,0.0,0.0,0.04,0.0,0.04,2009-01-01
Virtua Tennis 4,PC,Sega,Sega,6.48,,0.04,2011,Sports,0.0,0.03,0.0,0.01,0.04,2011-01-01
Medabots Girls Mission: Metabee Ver. / Rokusho Ver.,3DS,Rocket Company,Rocket Company,6.880000000000001,,0.04,2016,Role-Playing,0.0,0.0,0.03,0.0,0.03,2016-01-01
Pure Pinball,XB,Xs Games,Iridon Interactive,6.7,,0.04,2004,Misc,0.03,0.01,0.0,0.0,0.04,2004-01-01
Thoroughbred Breeder Ii Plus,PS,Hect,Hector,5.4399999999999995,,0.04,1995,Simulation,0.0,0.0,0.04,0.0,0.04,1995-01-01
Hanaoni: Koisomeru Koku - Eikyuu No Shirushi,PSP,Idea Factory,Idea Factory,7.279999999999999,,0.04,2011,Adventure,0.0,0.0,0.04,0.0,0.04,2011-01-01
Wsc Real 11: World Snooker Championship,X360,Koch Media,Dark Energy Digital,5.88,,0.04,2011,Sports,0.0,0.04,0.0,0.01,0.04,2011-01-01
Shadow Of The Colossus,PS3,Sony Computer Entertainment,Bluepoint Games,7.279999999999999,,0.04,2011,Action,0.0,0.0,0.04,0.0,0.04,2011-01-01
Imperial Glory,PC,Eidos Interactive,Pyro Studios,8.5,,0.04,2005,Strategy,0.0,0.04,0.0,0.0,0.04,2005-01-01
Company Of Heroes: Opposing Fronts,PC,Thq,Relic,8.8,,0.04,2007,Strategy,0.01,0.03,0.0,0.01,0.04,2007-01-01
Valhalla Knights 2: Battle Stance,PSP,Marvelous Interactive,K2,6.5600000000000005,,0.04,2009,Role-Playing,0.0,0.0,0.04,0.0,0.04,2009-01-01
The Chase: Felix Meets Felicity,DS,Atari,Razorback Developments,4.96,,0.04,2009,Action,0.04,0.0,0.0,0.0,0.04,2009-01-01
Clannad,PSP,Prototype,Visual Arts,7.0200000000000005,,0.04,2008,Adventure,0.0,0.0,0.04,0.0,0.04,2008-01-01
Cyber Troopers Virtual-On Marz,PS2,Sega,Hitmaker,5.859999999999999,,0.04,2003,Fighting,0.02,0.01,0.0,0.0,0.04,2003-01-01
Headhunter: Redemption,PS2,Sega,Amuze,6.999999999999999,,0.04,2004,Action,0.02,0.01,0.0,0.0,0.04,2004-01-01
Ookami To Koushinryou: Boku To Horo No Ichinen,DS,Ascii Media Works,ASCII Media Works,7.0200000000000005,,0.04,2008,Adventure,0.0,0.0,0.04,0.0,0.04,2008-01-01
Stuntman,GBA,Atari,Atari,8.5,,0.04,2003,Racing,0.03,0.01,0.0,0.0,0.04,2003-01-01
Ducktales: Remastered,X360,Capcom,WayForward,5.820000000000001,,0.04,2013,Action,0.03,0.0,0.0,0.0,0.04,2013-01-01
The Sims 4: Spa Day,PC,Electronic Arts,Unknown,6.999999999999999,,0.04,2015,Simulation,0.0,0.04,0.0,0.0,0.04,2015-01-01
Tv Anime Idolm@Ster: Cinderella Girls G4U! Pack Vol.9,PS3,Namco Bandai Games,Bandai Namco Games,7.359999999999999,,0.04,2016,Misc,0.0,0.0,0.02,0.0,0.02,2016-01-01
Yokai Watch Dance: Just Dance Special Version,WIIU,Level 5,Level 5,7.08,,0.04,2015,Misc,0.0,0.0,0.03,0.0,0.03,2015-01-01
Syndicate Wars,PS,Electronic Arts,Bullfrog,5.000000000000001,,0.04,1997,Strategy,0.02,0.01,0.0,0.0,0.04,1997-01-01
Don Bradman Cricket 14,XONE,Tru Blu Entertainment,Big Ant Studios,6.999999999999999,,0.04,2015,Sports,0.0,0.04,0.0,0.0,0.04,2015-01-01
Surf'S Up,PS3,Ubisoft,Ubisoft Montreal,6.2,,0.04,2007,Sports,0.03,0.0,0.0,0.0,0.04,2007-01-01
Thomas And Friends: Steaming Around Sodor,3DS,Avanquest Software,GSP,7.22,,0.04,2015,Action,0.0,0.02,0.0,0.0,0.02,2015-01-01
Tour De France 2014,PS4,Focus Home Interactive,Cyanide Studio,5.3,5.3,0.04,2014,Sports,0.0,0.03,0.0,0.0,0.03,2014-01-01
Twin Strike: Operation Thunder,WII,Zoo Games,NA.P.S. Team SNC,5.5,,0.04,2008,Shooter,0.04,0.0,0.0,0.0,0.04,2008-01-01
Toukiden 2,PS3,Tecmo Koei,Omega Force,7.359999999999999,,0.04,2016,Action,0.0,0.0,0.02,0.0,0.02,2016-01-01
All Points Bulletin,PC,Electronic Arts,Realtime Worlds,6.999999999999999,,0.04,2010,Role-Playing,0.0,0.03,0.0,0.01,0.04,2010-01-01
Super Hero Generation,PSV,Namco Bandai Games,Tom Create,8.08,,0.04,2014,Role-Playing,0.0,0.0,0.04,0.0,0.04,2014-01-01
Tmnt,DS,Ubisoft,Ubisoft Montreal,5.5,,0.04,2007,Action,0.03,0.01,0.0,0.0,0.05,2007-01-01
Tokimeki Mahjong Paradise: Koi No Tenpai Beat,SAT,Sonnet,Unknown,5.4399999999999995,,0.04,1995,Misc,0.0,0.0,0.04,0.0,0.04,1995-01-01
Blue Roses: Yousei To Aoi Hitomi No Senshitachi,PSP,Nippon Ichi Software,Flight-Plan,6.26,,0.04,2010,Adventure,0.0,0.0,0.04,0.0,0.04,2010-01-01
Popstar Guitar,PS2,Xs Games,Broadsword Interactive,4.0,,0.04,2008,Misc,0.02,0.01,0.0,0.0,0.04,2008-01-01
Sonic Pc Collection,PC,Sega,Sonic Team,7.44,,0.04,2009,Misc,0.0,0.04,0.0,0.01,0.04,2009-01-01
Csi: Fatal Conspiracy,PC,Ubisoft,Telltale Games,6.76,,0.04,2010,Adventure,0.0,0.03,0.0,0.01,0.04,2010-01-01
Turbo: Super Stunt Squad,DS,D3Publisher,D3 Publisher,5.960000000000001,,0.04,2013,Sports,0.0,0.03,0.0,0.0,0.03,2013-01-01
Heathcliff! Frantic Foto,DS,Storm City Games,Storm City Games,6.039999999999999,,0.04,2010,Misc,0.04,0.0,0.0,0.0,0.04,2010-01-01
City Builder,WII,Virtual Play Games,Collision Studios,6.039999999999999,,0.04,2010,Misc,0.04,0.0,0.0,0.0,0.04,2010-01-01
Pajama Sam: You Are What You Eat From Your Head To Your Feet,PS,Infogrames,Runecraft,5.76,,0.04,2001,Adventure,0.02,0.01,0.0,0.0,0.04,2001-01-01
Brothers In Arms Ds,DS,Ubisoft,Gearbox Software,4.42,,0.04,2007,Shooter,0.03,0.0,0.0,0.0,0.04,2007-01-01
Warhammer: Dark Omen,PS,Electronic Arts,Games Workshop,6.819999999999999,,0.04,1998,Strategy,0.02,0.01,0.0,0.0,0.04,1998-01-01
Mobile Suit Gundam: Mokuba No Kiseki,PSP,Namco Bandai Games,Bandai Namco Games,5.84,,0.04,2012,Action,0.0,0.0,0.04,0.0,0.04,2012-01-01
A Ressha De Ikou Ds,DS,Artdink,ArtDink,6.5600000000000005,,0.04,2009,Simulation,0.0,0.0,0.04,0.0,0.04,2009-01-01
Harukanaru Toki No Naka De 4: Aizouban,PSP,Tecmo Koei,Tecmo Koei Games,6.26,,0.04,2010,Role-Playing,0.0,0.0,0.04,0.0,0.04,2010-01-01
Kung Fu Panda: Showdown Of Legendary Legends,PS3,Little Orbit,Little Orbit,7.22,,0.04,2015,Action,0.0,0.02,0.0,0.0,0.02,2015-01-01
Ballistic,PS,Atari,Atari,7.9,,0.04,1999,Puzzle,0.02,0.01,0.0,0.0,0.04,1999-01-01
Dream Girl Premier,3DS,Alchemist,Unknown,7.08,,0.04,2015,Misc,0.0,0.0,0.03,0.0,0.03,2015-01-01
East India Company,PC,Paradox Interactive,Nitro Games,7.4,,0.04,2009,Strategy,0.01,0.0,0.0,0.0,0.01,2009-01-01
Outrun 2006: Coast 2 Coast,PSP,Sega,Sumo Digital,7.300000000000001,,0.04,2006,Racing,0.03,0.01,0.0,0.01,0.04,2006-01-01
Pro Cycling Manager 2016,PC,Focus Home Interactive,Cyanide Studio,5.640000000000001,,0.04,2016,Sports,0.0,0.03,0.0,0.0,0.03,2016-01-01
The Croods: Prehistoric Party!,3DS,D3Publisher,Torus Games Pty. Ltd.,5.820000000000001,,0.04,2013,Misc,0.01,0.02,0.0,0.0,0.04,2013-01-01
Glacier2,WII,Zoo Games,Team6 Game Studios,4.96,,0.04,2009,Racing,0.04,0.0,0.0,0.0,0.04,2009-01-01
Jojo'S Bizarre Adventure: Eyes Of Heaven,PS3,Namco Bandai Games,Namco Bandai Games,7.08,,0.04,2015,Fighting,0.0,0.0,0.03,0.0,0.03,2015-01-01
Stolen,PS2,Hip Interactive,Blue 52,5.2,,0.04,2005,Action,0.02,0.01,0.0,0.0,0.04,2005-01-01
Hakuoki Zuisouroku Omokage Hana,PSV,Idea Factory,Idea Factory,7.08,,0.04,2015,Action,0.0,0.0,0.03,0.0,0.03,2015-01-01
Memories Off 6: T-Wave,PS2,5Pb,5pb. Games,7.0200000000000005,,0.04,2008,Adventure,0.0,0.0,0.04,0.0,0.04,2008-01-01
Famicom Remix Best Choice,3DS,Nintendo,Nintendo EAD Tokyo,7.279999999999999,,0.04,2015,Action,0.0,0.0,0.04,0.0,0.04,2015-01-01
Pro Race Driver,XB,Codemasters,Codemasters,8.9,,0.04,2003,Racing,0.03,0.01,0.0,0.0,0.04,2003-01-01
Ide Yosuke No Mahjong Kazoku,PS,Seta Corporation,Seta Corporation,5.4399999999999995,,0.04,1995,Misc,0.0,0.0,0.04,0.0,0.04,1995-01-01
Off-Road Drive,PC,1C Company,Avalon Style,6.000000000000001,6.5,0.04,2011,Racing,0.0,0.03,0.0,0.01,0.04,2011-01-01
Story Hour: Fairy Tales,WII,Zoo Digital Publishing,Other Ocean Interactive,3.6799999999999997,,0.04,2008,Adventure,0.04,0.0,0.0,0.0,0.04,2008-01-01
Jig-A-Pix: Pets,DS,Zushi Games,Zushi Games Ltd,4.9399999999999995,,0.04,2009,Puzzle,0.03,0.0,0.0,0.0,0.04,2009-01-01
Tokumei Sentai Go-Busters,DS,Namco Bandai Games,Bandai Namco Games,5.84,,0.04,2012,Action,0.0,0.0,0.04,0.0,0.04,2012-01-01
Warriors Orochi 3,XONE,Tecmo Koei,Omega Force,6.34,,0.04,2014,Action,0.01,0.03,0.0,0.0,0.04,2014-01-01
Resident Evil: Operation Raccoon City,PC,Capcom,Slant Six Games,4.8,4.0,0.04,2012,Action,0.0,0.03,0.0,0.01,0.04,2012-01-01
Summer Challenge: Athletics Tournament,PS3,Pqube,DTP Entertainment,6.48,,0.04,2011,Sports,0.0,0.03,0.0,0.01,0.04,2011-01-01
I'M A Celebrity: Get Me Out Of Here!,DS,Mindscape,Mindscape,5.7,,0.04,2009,Misc,0.0,0.04,0.0,0.0,0.04,2009-01-01
Romance Of The Three Kingdoms Ii,3DS,Tecmo Koei,Koei,7.08,,0.04,2015,Strategy,0.0,0.0,0.03,0.0,0.03,2015-01-01
Adidas Power Soccer,PS,Psygnosis,Shen Studios,6.999999999999999,,0.04,1996,Sports,0.02,0.01,0.0,0.0,0.04,1996-01-01
Darklight Conflict,PS,Electronic Arts,Rage Software,6.999999999999999,,0.04,1997,Simulation,0.02,0.01,0.0,0.0,0.04,1997-01-01
Art Of Fighting 3: The Path Of The Warrior,NG,Snk,SNK Corporation,4.92,,0.04,1996,Fighting,0.0,0.0,0.04,0.0,0.04,1996-01-01
Fast & Furious: Showdown,X360,Activision,Firebrand Games,5.960000000000001,,0.04,2013,Action,0.0,0.04,0.0,0.0,0.05,2013-01-01
The Ripping Friends,GBA,Thq,Creations,6.2,,0.04,2002,Action,0.03,0.01,0.0,0.0,0.04,2002-01-01
Hunter X Hunter: Wonder Adventure,PSP,Namco Bandai Games,Namco Bandai Games,5.84,,0.04,2012,Action,0.0,0.0,0.04,0.0,0.04,2012-01-01
Hyakka Hyakurou: Sengoku Ninpoujou,PSV,D3Publisher,RED Entertainment,7.359999999999999,,0.04,2016,Adventure,0.0,0.0,0.02,0.0,0.02,2016-01-01
Ao No Exorcist: Genkoku No Labyrinth,PSP,Namco Bandai Games,Bandai Namco Games,5.84,,0.04,2012,Action,0.0,0.0,0.04,0.0,0.04,2012-01-01
Minna No Chizu,PSP,Zenrin,Zenrin,7.059999999999999,,0.04,2006,Misc,0.0,0.0,0.04,0.0,0.04,2006-01-01
Hajime No Ippo: The Fighting! (2014),PS3,Namco Bandai Games,Namco Bandai Games,7.62,,0.04,2014,Sports,0.0,0.0,0.03,0.0,0.03,2014-01-01
Greg Hastings' Tournament Paintball Max'D,DS,Activision,Nightlight Studios,4.0,,0.04,2006,Shooter,0.03,0.0,0.0,0.0,0.04,2006-01-01
Tenshou Gakuen Gekkouroku,PS2,Asmik Ace Entertainment,Asmik Ace Entertainment,7.059999999999999,,0.04,2006,Adventure,0.0,0.0,0.04,0.0,0.04,2006-01-01
Ski-Doo Snowmobile Challenge,X360,Valcon Games,ColdWood Interactive,6.400000000000001,,0.04,2009,Racing,0.03,0.0,0.0,0.0,0.04,2009-01-01
Aquanaut'S Holiday: Kakusareta Kiroku,PS3,Sony Computer Entertainment,ArtDink,7.0200000000000005,,0.04,2008,Adventure,0.0,0.0,0.04,0.0,0.04,2008-01-01
Little Red Riding Hood'S Zombie Bbq,DS,Destineer,EnjoyUp Games,8.6,,0.04,2008,Shooter,0.03,0.0,0.0,0.0,0.04,2008-01-01
Magical Starsign (Jp Sales),DS,Nintendo,Brownie Brown,7.059999999999999,,0.04,2006,Role-Playing,0.0,0.0,0.04,0.0,0.04,2006-01-01
Dt Carnage,PSP,Agetec,Axis Entertainment,4.0,,0.04,2009,Racing,0.03,0.0,0.0,0.0,0.04,2009-01-01
Harry Potter And The Order Of The Phoenix,PC,Electronic Arts,EA Games,7.300000000000001,,0.04,2007,Action,0.0,0.03,0.0,0.01,0.04,2007-01-01
Bionicle Heroes,WII,Eidos Interactive,Traveller's Tales,4.7,,0.04,2007,Shooter,0.04,0.0,0.0,0.0,0.04,2007-01-01
Harry Potter And The Prisoner Of Azkaban,PC,Electronic Arts,KnowWonder,6.000000000000001,,0.04,2004,Action,0.0,0.03,0.0,0.01,0.04,2004-01-01
Rugby 08,PS2,Electronic Arts,EA Canada,8.2,,0.04,2007,Sports,0.02,0.01,0.0,0.0,0.04,2007-01-01
Pia Carrot E Youkoso!! 2.5,DC,Nec Interchannel,Cocktail Soft,7.0200000000000005,,0.04,2008,Adventure,0.0,0.0,0.04,0.0,0.04,2008-01-01
The Sum Of All Fears,GBA,Ubisoft,Ubisoft,6.000000000000001,,0.04,2002,Shooter,0.03,0.01,0.0,0.0,0.04,2002-01-01
Da Capo I & Ii Plus Situation Portable,PSP,Kadokawa Shoten,Kadokawa Shoten,6.26,,0.04,2010,Adventure,0.0,0.0,0.04,0.0,0.04,2010-01-01
Supreme Commander: Forged Alliance,PC,Thq,Gas Powered Games,8.1,,0.04,2007,Strategy,0.01,0.02,0.0,0.01,0.04,2007-01-01
Halo: Combat Evolved,PC,Microsoft Game Studios,Gearbox Software,8.6,,0.04,2003,Shooter,0.01,0.02,0.0,0.01,0.04,2003-01-01
Minority Report: Everybody Runs,GBA,Activision,Torus Games,6.2,,0.04,2002,Action,0.03,0.01,0.0,0.0,0.04,2002-01-01
Monster Hunter Frontier Online: Season 9.0,X360,Capcom,Capcom,6.26,,0.04,2010,Role-Playing,0.0,0.0,0.04,0.0,0.04,2010-01-01
C.O.R.E.,DS,Graffiti,NoWay Studio,4.4,,0.04,2009,Shooter,0.03,0.0,0.0,0.0,0.04,2009-01-01
A Good Librarian Like A Good Shepherd: Library Party,PSV,Kaga Create,August,7.08,,0.04,2015,Action,0.0,0.0,0.03,0.0,0.03,2015-01-01
Norn9: Norn + Nonette,PSP,Idea Factory,Regista,6.959999999999999,,0.04,2013,Adventure,0.0,0.0,0.04,0.0,0.04,2013-01-01
Chaos;Head Noah,X360,5Pb,Genterprise,6.5600000000000005,,0.04,2009,Adventure,0.0,0.0,0.04,0.0,0.04,2009-01-01
Gudetama: Hanjuku De Tanomuwa,3DS,Rocket Company,Rocket Company,7.08,,0.04,2015,Action,0.0,0.0,0.03,0.0,0.03,2015-01-01
Napoleon Dynamite: The Game,PSP,Crave Entertainment,7 Studios,4.3,,0.04,2007,Puzzle,0.03,0.0,0.0,0.0,0.04,2007-01-01
Rose To Tasogare No Kojou,PSV,Nippon Ichi Software,Nippon Ichi Software,7.359999999999999,,0.04,2016,Action,0.0,0.0,0.02,0.0,0.02,2016-01-01
Music Maker: Rockstar,PS2,Magix,Magix,4.48,,0.04,2009,Misc,0.02,0.01,0.0,0.0,0.04,2009-01-01
Formula 1 06,PS2,Sony Computer Entertainment,Studio Liverpool,7.059999999999999,,0.04,2006,Racing,0.0,0.0,0.04,0.0,0.04,2006-01-01
"Minna De Jibun No Setsumeisho: B-Kata, A-Kata, Ab-Kata, O-Kata",DS,Gungho,GungHo Works,7.0200000000000005,,0.04,2008,Misc,0.0,0.0,0.04,0.0,0.04,2008-01-01
Without Warning,PS2,Capcom,CiRCLE Studio,4.0,,0.04,2005,Shooter,0.02,0.01,0.0,0.0,0.04,2005-01-01
Ebikore Photo Kano Kiss,PSV,Kadokawa Games,Dingo Inc.,7.08,,0.04,2015,Action,0.0,0.0,0.03,0.0,0.03,2015-01-01
Beatdown: Fists Of Vengeance,XB,Capcom,Cavia Inc.,6.000000000000001,,0.04,2005,Action,0.03,0.01,0.0,0.0,0.04,2005-01-01
Teenage Zombies: Invasion Of The Alien Brain Thingys,DS,Ignition Entertainment,InLight Entertainment,5.619999999999999,,0.04,2008,Adventure,0.03,0.0,0.0,0.0,0.04,2008-01-01
Sudoku Ball Detective,WII,Playlogic Game Factory,WhiteBear Studios,4.48,,0.04,2009,Puzzle,0.02,0.01,0.0,0.0,0.04,2009-01-01
Enchanted Arms (Jp Sales),PS3,Ubisoft,From Software,7.44,,0.04,2007,Role-Playing,0.0,0.0,0.04,0.0,0.04,2007-01-01
Monster Force,GBA,Universal Interactive,Digital Eclipse,6.500000000000001,,0.04,2002,Shooter,0.03,0.01,0.0,0.0,0.04,2002-01-01
Onsei Kanjou Sokuteiki: Kokoro Scan,DS,Sega,Sega,7.44,,0.04,2007,Misc,0.0,0.0,0.04,0.0,0.04,2007-01-01
Clock Zero: Shuuen No Ichibyou Portable,PSP,Idea Factory,Unknown,7.279999999999999,,0.04,2011,Adventure,0.0,0.0,0.04,0.0,0.04,2011-01-01
Trick X Logic: Season 2,PSP,Sony Computer Entertainment,ChunSoft,6.26,,0.04,2010,Adventure,0.0,0.0,0.04,0.0,0.04,2010-01-01
Hakuouki: Zuisouroku,PS2,Idea Factory,Idea Factory,6.5600000000000005,,0.04,2009,Adventure,0.0,0.0,0.04,0.0,0.04,2009-01-01
World Championship Pool 2004,XB,Jaleco,Blade Interactive,5.38,,0.04,2003,Sports,0.03,0.01,0.0,0.0,0.04,2003-01-01
Derby Tsuku 5: Derby Uma O Tsukurou!,PS2,Sega,Team Land Ho!,7.059999999999999,,0.04,2006,Sports,0.0,0.0,0.04,0.0,0.04,2006-01-01
Ailu De Puzzle,PSP,Capcom,Natsume Atari,5.84,,0.04,2012,Action,0.0,0.0,0.04,0.0,0.04,2012-01-01
Flow: Urban Dance Uprising,PS2,Ubisoft,Artificial Mind and Movement,6.999999999999999,,0.04,2005,Misc,0.02,0.01,0.0,0.0,0.04,2005-01-01
100 Classic Games,DS,Rondomedia,Easy Interactive,6.34,,0.04,2011,Misc,0.0,0.03,0.0,0.0,0.04,2011-01-01
Super Hero Generation,PS3,Namco Bandai Games,Tom Create,7.62,,0.04,2014,Role-Playing,0.0,0.0,0.03,0.0,0.03,2014-01-01
J-League Pro Striker 2,GEN,Sega,Sega,5.4399999999999995,,0.04,1994,Sports,0.0,0.0,0.04,0.0,0.04,1994-01-01
Super Robot Taisen: Scramble Commander The 2Nd,PS2,Banpresto,Banpresto,7.44,,0.04,2007,Strategy,0.0,0.0,0.04,0.0,0.04,2007-01-01
Espgaluda Ii Black Label,X360,Cave,Cave,6.26,,0.04,2010,Shooter,0.0,0.0,0.04,0.0,0.04,2010-01-01
Kisuato,PSV,Tgl,TGL,7.08,,0.04,2015,Adventure,0.0,0.0,0.03,0.0,0.03,2015-01-01
Medarot 9: Kabuto Ver. / Kuwagata Ver.,3DS,Rocket Company,Rocket Company,7.08,,0.04,2015,Role-Playing,0.0,0.0,0.03,0.0,0.03,2015-01-01
Hot Potato!,GBA,Bam! Entertainment,Pukka Games,7.700000000000001,,0.04,2001,Action,0.03,0.01,0.0,0.0,0.04,2001-01-01
Cook Wars,WII,Ubisoft,Virtual Toys,4.9399999999999995,,0.04,2009,Misc,0.03,0.0,0.0,0.0,0.04,2009-01-01
Hakuoki: Shinkai - Hana No Shou,PSV,Idea Factory,Design Factory,7.359999999999999,,0.04,2016,Adventure,0.0,0.0,0.02,0.0,0.02,2016-01-01
Resident Evil: Umbrella Corps,PS4,Capcom,Capcom,7.359999999999999,,0.04,2016,Action,0.0,0.0,0.02,0.0,0.02,2016-01-01
Saints Row 2,PC,Thq,Volition Inc.,6.6000000000000005,,0.04,2009,Action,0.0,0.03,0.0,0.01,0.04,2009-01-01
Kuroshitsuji: Phantom & Ghost,DS,Square Enix,Square Enix,6.5600000000000005,,0.04,2009,Action,0.0,0.0,0.04,0.0,0.04,2009-01-01
Fushigi No Dungeon: Fuurai No Shiren 5 - Fortune Tower To Unmei No Dice,DS,Chunsoft,ChunSoft,6.26,,0.04,2010,Role-Playing,0.0,0.0,0.04,0.0,0.04,2010-01-01
Detective Conan: Phantom Rhapsody,3DS,Namco Bandai Games,Bandai Namco Games,7.62,,0.04,2014,Action,0.0,0.0,0.03,0.0,0.03,2014-01-01
Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Shu-Hen,PSP,Yeti,Yeti,6.26,,0.04,2010,Adventure,0.0,0.0,0.04,0.0,0.04,2010-01-01
The Ant Bully,GBA,Midway Games,Artificial Mind and Movement,5.2,,0.04,2006,Platform,0.03,0.01,0.0,0.0,0.04,2006-01-01
Richard Burns Rally,PC,Sci,Warthog,6.5600000000000005,,0.04,2004,Racing,0.0,0.03,0.0,0.01,0.04,2004-01-01
Sega Arcade Gallery,GBA,Thq,Bits Studios,5.38,,0.04,2003,Misc,0.03,0.01,0.0,0.0,0.04,2003-01-01
Secret Files 2: Puritas Cordis,PC,Deep Silver,Fusionsphere Systems / Animation Arts,6.859999999999999,,0.04,2009,Adventure,0.0,0.03,0.0,0.01,0.04,2009-01-01
Might & Magic X: Legacy,PC,Ubisoft,Ubisoft,7.099999999999999,7.3,0.04,2014,Role-Playing,0.0,0.03,0.0,0.0,0.04,2014-01-01
Final Fantasy Xiv: Heavensward,PS3,Square Enix,Square Enix,7.5200000000000005,,0.04,2015,Action,0.01,0.0,0.01,0.0,0.02,2015-01-01
Nhra Drag Racing: Countdown To The Championship,PS2,Thq,"Pipeworks Software, Inc.",6.339999999999998,,0.04,2007,Racing,0.02,0.01,0.0,0.0,0.04,2007-01-01
Deal Or No Deal: Special Edition,DS,Zoo Games,Zoo Games,6.039999999999999,,0.04,2010,Misc,0.04,0.0,0.0,0.0,0.04,2010-01-01
Superstars V8 Racing,PS3,Black Bean Games,Milestone S.r.l,6.859999999999999,,0.04,2009,Racing,0.0,0.02,0.0,0.01,0.04,2009-01-01
Painkiller: Hell Wars,XB,Dreamcatcher Interactive,People Can Fly,5.2,,0.04,2006,Shooter,0.03,0.01,0.0,0.0,0.04,2006-01-01
Bratz Kidz,DS,Game Factory,Neko Entertainment,3.0,,0.04,2008,Misc,0.03,0.0,0.0,0.0,0.04,2008-01-01
Hakuouki: Zuisouroku Ds,DS,Idea Factory,Idea Factory,7.279999999999999,,0.04,2011,Adventure,0.0,0.0,0.04,0.0,0.04,2011-01-01
Detective Conan: Prelude From The Past,PSP,Namco Bandai Games,Spike Chunsoft,5.84,,0.04,2012,Action,0.0,0.0,0.04,0.0,0.04,2012-01-01
Living Legends: Frozen Beauty,PC,Big Fish Games,Big Fish Games,6.34,,0.04,2014,Action,0.0,0.03,0.0,0.0,0.03,2014-01-01
God Eater Off Shot: Lindow-Hen Twin Pack & Animation Vol. 2,PS4,Namco Bandai Games,Namco Bandai Games,7.08,,0.04,2015,Misc,0.0,0.0,0.03,0.0,0.03,2015-01-01
