Name,Platform,Publisher,Developer,Critic_Score,User_Score,Total_Shipped,Year,Genre,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Year_as_date
Project V6,PS,General Entertainment,General Entertainment,6.039999999999999,,0.14,1998,Strategy,0.0,0.0,0.13,0.01,0.14,1998-01-01
Adventure Time: Finn & Jake Investigations,PS4,Little Orbit,Vicious Cycle,7.300000000000001,,0.14,2015,Action,0.03,0.04,0.0,0.01,0.09,2015-01-01
The Walking Dead: Season Two,XONE,Telltale Games,Unknown,6.8999999999999995,,0.14,2014,Adventure,0.08,0.05,0.0,0.01,0.14,2014-01-01
Akiba'S Trip,PSP,Acquire,PROPE,6.959999999999999,,0.14,2011,Adventure,0.0,0.0,0.14,0.0,0.14,2011-01-01
Virtua Tennis 4,WII,Sega,Sega-AM2,5.2,,0.14,2011,Sports,0.05,0.08,0.0,0.02,0.15,2011-01-01
Bravo Air Race,PS,Thq,Xing Entertainment,5.3,,0.14,1997,Racing,0.08,0.05,0.0,0.01,0.14,1997-01-01
Onimusha Essentials,PS2,Capcom,Capcom,6.26,,0.14,2008,Action,0.07,0.05,0.0,0.02,0.14,2008-01-01
Pro Evolution Soccer 2015,X360,Konami Digital Entertainment,PES Productions,7.239999999999999,,0.14,2014,Sports,0.05,0.1,0.0,0.01,0.16,2014-01-01
Taiko No Tatsujin: Don Don! Mystery Adventure,3DS,Namco Bandai Games,Namco Bandai Games,6.48,,0.14,2016,Action,0.0,0.0,0.09,0.0,0.09,2016-01-01
Backyard Sports: Sandlot Sluggers,DS,Atari,"Powerhead, LLC",4.18,,0.14,2010,Sports,0.14,0.0,0.0,0.01,0.15,2010-01-01
Gretzky Nhl 06,PS2,Sony Computer Entertainment,Page 44 Studios,6.8,,0.14,2005,Sports,0.07,0.05,0.0,0.02,0.14,2005-01-01
Nba Shootout 2002,PS,Sony Computer Entertainment,989 Sports,6.000000000000001,,0.14,2001,Sports,0.08,0.05,0.0,0.01,0.14,2001-01-01
Bassmasters 2000,N64,Thq,Mass Media,3.1,,0.14,1999,Sports,0.11,0.03,0.0,0.0,0.14,1999-01-01
Kouchuu Ouja Mushi King: Greatest Champion E No Michi Ds 2,DS,Sega,Sega,7.879999999999999,,0.14,2006,Action,0.0,0.0,0.13,0.0,0.13,2006-01-01
Gallop & Ride!,WII,Thq,THQ,5.540000000000001,,0.14,2008,Sports,0.14,0.0,0.0,0.01,0.15,2008-01-01
Fate/Unlimited Codes,PS2,Capcom,Eighting,7.379999999999999,,0.14,2008,Fighting,0.0,0.0,0.14,0.0,0.14,2008-01-01
Atari'S Greatest Hits: Volume 1,DS,Atari,Atari,5.42,,0.14,2010,Misc,0.13,0.0,0.0,0.01,0.14,2010-01-01
Monster House,GC,Thq,Artificial Mind and Movement,6.8,,0.14,2006,Adventure,0.11,0.03,0.0,0.0,0.14,2006-01-01
Asphalt: Urban Gt 2,DS,Ubisoft,Virtuos / Game Source,7.059999999999999,,0.14,2006,Racing,0.09,0.04,0.0,0.01,0.14,2006-01-01
Buck Fever,WII,Destineer,Cokem International,6.0200000000000005,,0.14,2009,Sports,0.13,0.0,0.0,0.01,0.14,2009-01-01
Ncaa Basketball Final Four 97,PS,Mindscape,High Voltage Software,6.859999999999999,,0.14,1997,Sports,0.08,0.05,0.0,0.01,0.14,1997-01-01
Hot Wheels: Beat That!,WII,Activision,Eutechnyx,3.3,,0.14,2007,Racing,0.13,0.0,0.0,0.01,0.15,2007-01-01
Just Cause,X360,Eidos Interactive,Avalanche Studios,7.300000000000001,,0.14,2006,Action,0.1,0.03,0.01,0.01,0.14,2006-01-01
Gyakuten Saiban 2,GBA,Capcom,Capcom,6.76,,0.14,2002,Action,0.0,0.0,0.14,0.0,0.14,2002-01-01
Gyakuten Saiban 2,GBA,Capcom,Capcom,6.76,,0.14,2002,Action,0.0,0.0,0.14,0.0,0.14,2002-01-01
Godzilla: Save The Earth,XB,Atari,"Pipeworks Software, Inc.",6.500000000000001,,0.14,2004,Fighting,0.1,0.03,0.0,0.0,0.14,2004-01-01
Lego The Lord Of The Rings,DS,Warner Bros. Interactive Entertainment,Unknown,7.159999999999998,,0.14,2012,Action,0.0,0.14,0.0,0.02,0.16,2012-01-01
Moshi Monsters: Katsuma Unleashed,DS,Activision,"Black Lantern Studios, Inc.",7.58,,0.14,2013,Action,0.0,0.13,0.0,0.02,0.15,2013-01-01
Jim Henson'S The Muppets: On With The Show!,GBA,Tdk Mediactive,Vicarious Visions,6.3,,0.14,2003,Action,0.1,0.04,0.0,0.0,0.14,2003-01-01
Desire,SAT,Imadio,Imadio,7.319999999999999,,0.14,1997,Adventure,0.0,0.0,0.14,0.0,0.14,1997-01-01
Mysims Collection,WII,Electronic Arts,The Sims Studio,5.42,,0.14,2010,Misc,0.13,0.0,0.0,0.01,0.14,2010-01-01
Resident Evil: Revelations 2,XONE,Capcom,Capcom,7.5,7.5,0.14,2015,Action,0.07,0.02,0.0,0.01,0.1,2015-01-01
Frank Thomas Big Hurt Baseball,PS,Acclaim Entertainment,Iguana Entertainment,6.72,,0.14,1996,Sports,0.08,0.05,0.0,0.01,0.14,1996-01-01
The Crew: Wild Run,PS4,Ubisoft,Ivory Tower,7.300000000000001,6.4,0.14,2015,Action,0.0,0.08,0.0,0.01,0.09,2015-01-01
Dino Crisis 3,XB,Capcom,Capcom Production Studio 4,6.000000000000001,,0.14,2003,Action,0.08,0.03,0.03,0.0,0.14,2003-01-01
The Orange Box,PC,Electronic Arts,Valve Software,9.7,,0.14,2007,Shooter,0.0,0.11,0.0,0.03,0.14,2007-01-01
Nfl Blitz 20-03,GC,Midway Games,Point of View,7.800000000000001,,0.14,2002,Sports,0.11,0.03,0.0,0.0,0.14,2002-01-01
Star Wars: Knights Of The Old Republic,PC,Lucasarts,BioWare Corp.,6.739999999999998,,0.14,2003,Role-Playing,0.01,0.1,0.0,0.02,0.14,2003-01-01
Barbie Explorer,PS,Unknown,Runecraft,6.000000000000001,,0.14,2001,Platform,0.08,0.05,0.0,0.01,0.14,2001-01-01
Secret Agent Clank,PSP,Sony Computer Entertainment,High Impact Games,6.999999999999999,,0.14,2008,Platform,0.04,0.03,0.04,0.02,0.13,2008-01-01
Agile Warrior F-111X,PS,Virgin Interactive,Black Ops Entertainment,2.0,,0.14,1995,Simulation,0.08,0.05,0.0,0.01,0.14,1995-01-01
How To Train Your Dragon,X360,Activision,Etranges Libellules,4.6,,0.14,2010,Action,0.11,0.02,0.0,0.01,0.14,2010-01-01
Spider-Man: Edge Of Time,DS,Activision,Beenox,5.860000000000001,,0.14,2011,Action,0.12,0.01,0.0,0.01,0.14,2011-01-01
Star Wars: Jedi Power Battles,GBA,Thq,HotGen Studios,7.459999999999999,,0.14,2002,Action,0.1,0.04,0.0,0.0,0.14,2002-01-01
Space Venus Starring Morning Musume,PS2,Sony Music Entertainment,Sony Music Entertainment Inc.,8.34,,0.14,2001,Misc,0.0,0.0,0.14,0.0,0.14,2001-01-01
Dragon Age: Origins - Ultimate Edition,PC,Electronic Arts,BioWare Corp.,7.519999999999999,,0.14,2010,Role-Playing,0.0,0.12,0.0,0.02,0.14,2010-01-01
Monster Lab,DS,Eidos Interactive,Backbone Entertainment,6.260000000000002,,0.14,2008,Role-Playing,0.12,0.01,0.0,0.01,0.14,2008-01-01
Rockman & Forte,SNES,Capcom,Capcom,6.039999999999999,,0.14,1998,Platform,0.0,0.0,0.14,0.0,0.14,1998-01-01
The Walking Dead: Season Two,PSV,Telltale Games,Unknown,6.68,,0.14,2014,Adventure,0.1,0.0,0.01,0.03,0.15,2014-01-01
Gundam Breaker 3,PSV,Namco Bandai Games,Namco Bandai Games,6.2,,0.14,2016,Action,0.0,0.0,0.12,0.0,0.12,2016-01-01
Rayman Arena,GC,Ubisoft,Ubisoft,6.2,,0.14,2002,Racing,0.11,0.03,0.0,0.0,0.14,2002-01-01
Blazing Angels 2: Secret Missions Of Wwii,X360,Ubisoft,Ubisoft Romania,7.6,,0.14,2007,Simulation,0.11,0.02,0.0,0.01,0.14,2007-01-01
Rio,PS3,Thq,TBA,6.999999999999999,,0.14,2011,Misc,0.04,0.09,0.0,0.03,0.16,2011-01-01
Puyo Puyo!! 20Th Anniversary,DS,Sega,Sega,6.959999999999999,,0.14,2011,Puzzle,0.0,0.0,0.14,0.0,0.14,2011-01-01
Paws & Claws: Pet Vet 2,DS,Thq,ValuSoft,5.219999999999999,,0.14,2007,Simulation,0.13,0.0,0.0,0.01,0.14,2007-01-01
Create,X360,Electronic Arts,EA Bright Light,6.3,,0.14,2010,Action,0.1,0.03,0.0,0.01,0.14,2010-01-01
Ncis,X360,Ubisoft,Ubisoft,5.38,,0.14,2011,Adventure,0.1,0.03,0.0,0.01,0.14,2011-01-01
Imagine: Fashion Stylist,DS,Ubisoft,Magic Pockets,5.42,,0.14,2010,Simulation,0.13,0.0,0.0,0.01,0.14,2010-01-01
Fear Factor: Unleashed,GBA,Hip Interactive,Arush Entertainment,3.0,,0.14,2004,Action,0.1,0.04,0.0,0.0,0.14,2004-01-01
Deception Iv: Blood Ties,PSV,Tecmo Koei,Tecmo Koei Games,6.7,7.5,0.14,2014,Action,0.03,0.03,0.07,0.02,0.14,2014-01-01
Alvin And The Chipmunks,DS,Brash Entertainment,Sensory Sweep Studios,4.5,,0.14,2007,Misc,0.12,0.0,0.0,0.01,0.14,2007-01-01
Heroes Over Europe,X360,Ubisoft,Transmission Games,5.44,,0.14,2009,Simulation,0.1,0.03,0.0,0.01,0.14,2009-01-01
7Th Dragon,DS,Sega,imageepoch Inc.,7.559999999999999,,0.14,2009,Role-Playing,0.0,0.0,0.14,0.0,0.14,2009-01-01
Lego Island Xtreme Stunts,GBA,Lego Media,Silicon Dreams,7.459999999999999,,0.14,2002,Racing,0.1,0.04,0.0,0.0,0.14,2002-01-01
Happy Feet,WII,Midway Games,Artificial Mind and Movement,4.5,,0.14,2006,Action,0.12,0.0,0.0,0.01,0.14,2006-01-01
Hot Wheels: World Race,GBA,Thq,Climax Group,7.439999999999999,,0.14,2003,Racing,0.1,0.04,0.0,0.0,0.14,2003-01-01
Nba Jam,XB,Acclaim Entertainment,Acclaim Entertainment,7.62,,0.14,2003,Sports,0.1,0.03,0.0,0.0,0.14,2003-01-01
Apex,XB,Atari,Milestone,7.62,,0.14,2003,Racing,0.1,0.03,0.0,0.0,0.14,2003-01-01
Tomb Raider: The Prophecy,GBA,Ubisoft,Ubisoft Milan,7.459999999999999,,0.14,2002,Action,0.1,0.04,0.0,0.0,0.14,2002-01-01
Metal Slug 7,DS,Ignition Entertainment,SNK Playmore Corporation,6.900000000000002,,0.14,2008,Shooter,0.13,0.0,0.01,0.01,0.15,2008-01-01
Fashion Studio: Paris Collection,DS,Ubisoft,Ubisoft,5.620000000000002,,0.14,2009,Misc,0.13,0.0,0.0,0.01,0.13,2009-01-01
Mary-Kate And Ashley: Crush Course,PS,Acclaim Entertainment,n-Space,6.000000000000001,,0.14,2001,Action,0.08,0.05,0.0,0.01,0.14,2001-01-01
Risen,PC,Deep Silver,Piranha Bytes,7.800000000000001,,0.14,2009,Role-Playing,0.0,0.11,0.0,0.03,0.14,2009-01-01
Gourmet Chef: Cook Your Way To Fame,DS,Ubisoft,,6.999999999999999,,0.14,2008,Misc,0.13,0.0,0.0,0.01,0.14,2008-01-01
Motogp '06,X360,Thq,Climax Studios,8.3,,0.14,2006,Racing,0.11,0.01,0.0,0.01,0.14,2006-01-01
Metal Gear Solid V: Ground Zeroes,X360,Konami Digital Entertainment,Kojima Productions,8.3,,0.14,2014,Action,0.07,0.06,0.01,0.01,0.15,2014-01-01
G.I. Joe: The Rise Of Cobra,DS,Electronic Arts,Fall Line Studio,5.6000000000000005,,0.14,2009,Action,0.11,0.01,0.0,0.01,0.14,2009-01-01
Salt Lake 2002,PS2,Eidos Interactive,Attention To Detail,2.0,,0.14,2002,Sports,0.07,0.05,0.0,0.02,0.14,2002-01-01
Espn Mlb Baseball,XB,Sega,Blue Shift,5.4799999999999995,,0.14,2004,Sports,0.1,0.03,0.0,0.0,0.14,2004-01-01
Legends Of Wrestling,XB,Acclaim Entertainment,Acclaim?ÿStudios?ÿSalt?ÿLake?ÿCity,6.999999999999999,,0.14,2002,Fighting,0.1,0.03,0.0,0.0,0.14,2002-01-01
Lips: I Love The 80S,X360,Microsoft Game Studios,iNiS,7.519999999999999,,0.14,2010,Misc,0.0,0.12,0.0,0.02,0.14,2010-01-01
Magnetica,DS,Nintendo,Mitchell,8.0,,0.14,2006,Puzzle,0.08,0.01,0.03,0.01,0.14,2006-01-01
Spy Hunter 2,XB,Midway Games,Angel Studios,7.62,,0.13,2003,Racing,0.1,0.03,0.0,0.0,0.13,2003-01-01
Rogue Warrior,PS3,Bethesda Softworks,Rebellion Developments,2.5000000000000004,,0.13,2009,Shooter,0.11,0.02,0.0,0.01,0.14,2009-01-01
Open Season,DS,Ubisoft,Ubisoft Montreal,7.4,,0.13,2006,Platform,0.12,0.0,0.0,0.01,0.14,2006-01-01
Avatar: The Last Airbender - The Burning Earth,X360,Thq,THQ Australia,5.34,,0.13,2007,Action,0.11,0.01,0.0,0.01,0.14,2007-01-01
Let'S Play Ballerina,DS,Deep Silver,ZigZagIsland,5.42,,0.13,2010,Sports,0.13,0.0,0.0,0.01,0.14,2010-01-01
Front Mission Evolved,PC,Square Enix,Double Helix Games,6.000000000000001,,0.13,2010,Shooter,0.05,0.0,0.0,0.0,0.05,2010-01-01
Backyard Soccer,PS,Infogrames,Humongous Entertainment,6.000000000000001,,0.13,2001,Sports,0.07,0.05,0.0,0.01,0.13,2001-01-01
Monster Jam,DS,Activision,Torus Games,6.999999999999999,,0.13,2007,Racing,0.13,0.0,0.0,0.01,0.14,2007-01-01
Kung Fu Panda 2,WII,Thq,THQ,3.0,,0.13,2011,Action,0.08,0.05,0.0,0.01,0.14,2011-01-01
Back At The Barnyard: Slop Bucket Games,DS,Thq,Firemint,5.18,,0.13,2008,Sports,0.12,0.0,0.0,0.01,0.14,2008-01-01
Final Fantasy Xi: Rise Of The Zilart,PS2,Square Enix,Square Enix,7.54,,0.13,2003,Role-Playing,0.0,0.0,0.13,0.0,0.13,2003-01-01
Vampire Moon: The Mystery Of The Hidden Sun,DS,City Interactive,City Interactive,5.34,,0.13,2010,Adventure,0.12,0.01,0.0,0.01,0.14,2010-01-01
James Bond 007: Nightfire,GBA,Electronic Arts,JV Games,7.200000000000001,,0.13,2003,Shooter,0.1,0.04,0.0,0.0,0.13,2003-01-01
Little League World Series Baseball 2009,DS,Activision,Black Lantern Studios,6.0200000000000005,,0.13,2009,Sports,0.13,0.0,0.0,0.01,0.14,2009-01-01
Need For Speed Underground 2,DS,Electronic Arts,Pocketeers,6.999999999999999,,0.13,2005,Racing,0.11,0.02,0.0,0.01,0.14,2005-01-01
Nitrobike,WII,Ubisoft,Left Field Productions,6.500000000000001,,0.13,2008,Racing,0.11,0.01,0.0,0.01,0.14,2008-01-01
Medalot 7,3DS,Rocket Company,Delta Factory,7.12,,0.13,2012,Action,0.0,0.0,0.13,0.0,0.13,2012-01-01
Suzumiya Haruhi No Tomadoi,PS2,Banpresto,Banpresto,7.379999999999999,,0.13,2008,Adventure,0.0,0.0,0.13,0.0,0.13,2008-01-01
Dragon Quest Builders: Revive Alefgard,PS3,Square Enix,Square Enix,6.2,,0.13,2016,Role-Playing,0.0,0.0,0.12,0.0,0.12,2016-01-01
International Cricket 2010,X360,Codemasters,Trickstar Games,7.519999999999999,,0.13,2010,Sports,0.0,0.12,0.0,0.02,0.14,2010-01-01
Quick Yoga Training,DS,Ubisoft,Ubisoft,2.5000000000000004,,0.13,2008,Misc,0.13,0.0,0.0,0.01,0.14,2008-01-01
My Spanish Coach,PSP,Ubisoft,Sensory Sweep Studios,6.999999999999999,,0.13,2008,Misc,0.12,0.0,0.0,0.01,0.13,2008-01-01
The Guy Game,PS2,Gathering Of Developers,Top Heavy Studios,7.700000000000001,,0.13,2004,Misc,0.07,0.05,0.0,0.02,0.13,2004-01-01
Rurouni Kenshin: Enjou! Kyoto Rinne,PS2,Banpresto,Eighting,7.879999999999999,,0.13,2006,Action,0.0,0.0,0.13,0.0,0.13,2006-01-01
Blade Ii,XB,Activision,Mucky Foot Productions,5.2,,0.13,2002,Action,0.1,0.03,0.0,0.0,0.13,2002-01-01
Samurai Warriors 4-Ii,PS4,Tecmo Koei,Omega Force,7.300000000000001,6.9,0.13,2015,Action,0.03,0.02,0.06,0.01,0.11,2015-01-01
Learn Math,DS,Dreamcatcher Interactive,DreamCatcher Interactive,6.0200000000000005,,0.13,2009,Puzzle,0.13,0.0,0.0,0.01,0.14,2009-01-01
Haunted House,WII,Atari,ImaginEngine,5.42,,0.13,2010,Action,0.13,0.0,0.0,0.01,0.14,2010-01-01
Red Orchestra 2: Heroes Of Stalingrad,PC,Tripwire Interactive,Tripwire Interactive,7.700000000000001,7.3,0.13,2011,Shooter,0.04,0.07,0.0,0.02,0.14,2011-01-01
Retro Atari Classics,DS,Atari,Taniko,5.000000000000001,,0.13,2005,Misc,0.12,0.0,0.0,0.01,0.13,2005-01-01
Ridge Racer Unbounded,PC,Namco Bandai Games,Bugbear Entertainment,7.200000000000001,6.2,0.13,2012,Racing,0.0,0.02,0.0,0.0,0.02,2012-01-01
Sentou Kokka Air Land Battle,PS,Sony Computer Entertainment,Marionette,7.739999999999999,,0.13,1995,Strategy,0.0,0.0,0.13,0.01,0.13,1995-01-01
Ntra Breeders' Cup World Thoroughbred Championships,PS2,Bethesda Softworks,4J Studios,6.8999999999999995,,0.13,2005,Simulation,0.07,0.05,0.0,0.02,0.13,2005-01-01
Destroy All Humans! Big Willy Unleashed,WII,Thq,Locomotive Games,5.3,,0.13,2008,Action,0.13,0.0,0.0,0.01,0.14,2008-01-01
Lord Of The Rings: Tactics,PSP,Electronic Arts,Amaze Entertainment,6.900000000000002,,0.13,2005,Strategy,0.11,0.02,0.0,0.02,0.14,2005-01-01
Tak 2: The Staff Of Dreams,XB,Thq,Avalanche Software,8.4,,0.13,2004,Platform,0.1,0.03,0.0,0.0,0.13,2004-01-01
Puzzle Kingdoms,DS,Zoo Digital Publishing,Infinite Interactive,6.3,,0.13,2009,Puzzle,0.12,0.0,0.0,0.01,0.13,2009-01-01
Tales Of Berseria,PS3,Namco Bandai Games,Namco Bandai Games,6.48,,0.13,2016,Role-Playing,0.0,0.0,0.11,0.0,0.11,2016-01-01
Teenage Mutant Ninja Turtles: Danger Of The Ooze,3DS,Activision,WayForward Technologies,6.8999999999999995,,0.13,2014,Adventure,0.08,0.04,0.0,0.01,0.13,2014-01-01
Supremacy Mma,PS3,505 Games,Kung Fu Factory,5.000000000000001,,0.13,2011,Fighting,0.06,0.04,0.0,0.02,0.13,2011-01-01
The Oregon Trail,3DS,Crave Entertainment,Gameloft,5.24,,0.13,2011,Simulation,0.12,0.0,0.0,0.01,0.13,2011-01-01
Transformers: Prime,WIIU,Activision,Now Production,6.5200000000000005,,0.13,2012,Action,0.09,0.03,0.0,0.01,0.14,2012-01-01
Hatsune Miku: Project Diva X,PS4,Sega,Sega,7.800000000000001,7.3,0.13,2016,Misc,0.01,0.0,0.02,0.0,0.04,2016-01-01
Yakuza Kiwami,PS3,Sega,Sega,6.2,,0.13,2016,Adventure,0.0,0.0,0.12,0.0,0.12,2016-01-01
Jikkyou Powerful Pro Baseball 2016,PS3,Konami Digital Entertainment,Konami Digital Entertainment,6.48,,0.13,2016,Sports,0.0,0.0,0.11,0.0,0.11,2016-01-01
Alone In The Dark: Inferno,PS3,Atari,Eden Studios,6.8,,0.13,2008,Adventure,0.09,0.03,0.0,0.02,0.14,2008-01-01
Kurt Warner'S Arena Football Unleashed,PS,Midway Games,Midway,4.0,,0.13,2000,Sports,0.07,0.05,0.0,0.01,0.13,2000-01-01
Dreamworks Super Star Kartz,WII,Activision,Activision,5.4799999999999995,,0.13,2011,Racing,0.1,0.04,0.0,0.01,0.15,2011-01-01
Split/Second,PSP,Disney Interactive Studios,Black Rock Studio,5.000000000000001,,0.13,2010,Racing,0.07,0.02,0.0,0.02,0.11,2010-01-01
I Spy: Universe,DS,Scholastic Inc.,Big Blue Bubble Inc.,5.42,,0.13,2010,Puzzle,0.13,0.0,0.0,0.01,0.14,2010-01-01
Rogue Ops,XB,Kemco,Bits Studios,7.5,,0.13,2003,Action,0.1,0.03,0.0,0.0,0.13,2003-01-01
Nba Hoopz,PS,Midway Games,Eurocom Entertainment Software,2.0,,0.13,2001,Sports,0.07,0.05,0.0,0.01,0.13,2001-01-01
History Civil War: Secret Missions,X360,Activision,Cauldron Ltd.,5.18,,0.13,2008,Shooter,0.12,0.0,0.0,0.01,0.13,2008-01-01
Mlb 11: The Show,PS2,Sony Computer Entertainment,SCEA San Diego Studios,4.96,,0.13,2011,Sports,0.06,0.05,0.0,0.02,0.13,2011-01-01
Bakugan: Battle Trainer,DS,Activision,Magic Pockets,5.32,,0.13,2010,Action,0.12,0.0,0.0,0.01,0.13,2010-01-01
Army Men: Green Rogue,PS2,3Do,3DO,4.3,,0.13,2001,Action,0.06,0.05,0.0,0.02,0.13,2001-01-01
Chessmaster,XB,Ubisoft,Ubisoft,8.5,,0.13,2004,Misc,0.1,0.03,0.0,0.0,0.13,2004-01-01
The Idolm@Ster: One For All,PS3,Namco Bandai Games,Bandai Namco Games,7.819999999999999,,0.13,2014,Misc,0.0,0.0,0.13,0.0,0.13,2014-01-01
Peter Jackson'S King Kong: The Official Game Of The Movie,DS,Ubisoft,Ubisoft Casablanca,6.380000000000001,,0.13,2005,Action,0.12,0.0,0.0,0.01,0.13,2005-01-01
Superman: The Man Of Steel,XB,Atari,Circus Freak,4.7,,0.13,2002,Action,0.1,0.03,0.0,0.0,0.13,2002-01-01
Zoobles! Spring To Life!,DS,Activision,Activision,4.580000000000001,,0.13,2011,Misc,0.1,0.02,0.0,0.01,0.14,2011-01-01
Ken To Mahou To Gakuen Mono. 3,PSP,Acquire,ZeroDiv,7.22,,0.13,2010,Role-Playing,0.0,0.0,0.13,0.0,0.13,2010-01-01
Chicken Run,PS,Eidos Interactive,Blitz Games,6.3,,0.13,2000,Adventure,0.07,0.05,0.0,0.01,0.13,2000-01-01
Over The Hedge: Hammy Goes Nuts!,DS,Activision,Amaze Entertainment,4.8,,0.13,2006,Platform,0.12,0.0,0.0,0.01,0.13,2006-01-01
Ncis,WII,Ubisoft,Ubisoft,5.000000000000001,,0.13,2011,Adventure,0.08,0.04,0.0,0.01,0.14,2011-01-01
Fit In Six,PS3,Ubisoft,Blue Byte Studio,5.24,,0.13,2011,Sports,0.12,0.0,0.0,0.01,0.13,2011-01-01
Game Party: Champions,WIIU,Warner Bros. Interactive Entertainment,Unknown,6.5200000000000005,,0.13,2012,Action,0.09,0.03,0.0,0.01,0.14,2012-01-01
Tales Of The Heroes: Twin Brave,PSP,Namco Bandai Games,Bandai Namco Games,7.12,,0.13,2012,Role-Playing,0.0,0.0,0.13,0.0,0.13,2012-01-01
Wwe Survivor Series,GBA,Thq,Natsume,6.000000000000001,,0.13,2004,Fighting,0.09,0.04,0.0,0.0,0.13,2004-01-01
Megamind: The Blue Defender,PSP,Thq,Tantalus Interactive,5.9799999999999995,,0.13,2010,Adventure,0.08,0.03,0.0,0.02,0.13,2010-01-01
Super Robot Wars Bx,3DS,Namco Bandai Games,Bandai Namco Games,6.499999999999999,,0.13,2015,Action,0.0,0.0,0.13,0.0,0.13,2015-01-01
Cars 2,PSP,Disney Interactive Studios,Disney Interactive,5.24,,0.13,2011,Racing,0.1,0.01,0.0,0.01,0.12,2011-01-01
Tomb Raider: Legend,XB,Eidos Interactive,Crystal Dynamics,8.3,,0.13,2006,Action,0.1,0.03,0.0,0.0,0.13,2006-01-01
Peppa Pig: Fun And Games,WII,Ubisoft,Ubisoft,7.519999999999999,,0.13,2010,Misc,0.0,0.12,0.0,0.02,0.13,2010-01-01
Cabela'S Dangerous Hunts 2009,X360,Activision,Activision,5.2,,0.13,2008,Sports,0.12,0.0,0.0,0.01,0.13,2008-01-01
Dragon Age Origins: Awakening,PC,Electronic Arts,BioWare Corp.,8.3,,0.13,2010,Role-Playing,0.01,0.1,0.0,0.02,0.14,2010-01-01
The Amazing Race,WII,Ubisoft,Ludia Inc.,5.42,,0.13,2010,Misc,0.13,0.0,0.0,0.01,0.14,2010-01-01
Zenses: Ocean,DS,Game Factory,Shin'en,6.16,,0.13,2008,Puzzle,0.11,0.01,0.0,0.01,0.13,2008-01-01
Chuck E. Cheese'S Game Room,DS,Ufo Interactive,Starfish,5.32,,0.13,2010,Misc,0.12,0.0,0.0,0.01,0.13,2010-01-01
Littlest Pet Shop: Spring,DS,Electronic Arts,EA Salt Lake,5.620000000000002,,0.13,2009,Simulation,0.12,0.0,0.0,0.01,0.14,2009-01-01
The Unholy War,PS,Eidos Interactive,Toys for Bob,5.220000000000001,,0.13,1998,Strategy,0.07,0.05,0.0,0.01,0.13,1998-01-01
Hasbro Family Fun Pack,XONE,Ubisoft,Ubisoft,6.22,,0.13,2015,Misc,0.1,0.02,0.0,0.01,0.13,2015-01-01
Wantame Music Channel: Doko Demo Style,DS,Capcom,Capcom,7.72,,0.13,2007,Misc,0.0,0.0,0.13,0.0,0.13,2007-01-01
Disney'S Winnie The Pooh'S Rumbly Tumbly Adventure,GBA,Ubisoft,Phoenix Games Studio,6.239999999999998,,0.13,2005,Platform,0.09,0.03,0.0,0.0,0.13,2005-01-01
Soccer Tsuku Ds: World Challenge 2010,DS,Sega,Sega,7.22,,0.13,2010,Sports,0.0,0.0,0.13,0.0,0.13,2010-01-01
Reality Fighters,PSV,Sony Computer Entertainment,Sony Computer Entertainment,5.4,3.8,0.13,2012,Fighting,0.06,0.06,0.0,0.03,0.14,2012-01-01
Slime Morimori Dragon Quest 3: Taikaizoku To Shippo Dan,3DS,Square Enix,Square Enix,7.099999999999999,,0.13,2011,Role-Playing,0.0,0.0,0.13,0.0,0.13,2011-01-01
Amagami,PS2,Enterbrain,Enterbrain,7.559999999999999,,0.13,2009,Adventure,0.0,0.0,0.13,0.0,0.13,2009-01-01
Mission: Impossible - Operation Surma,XB,Atari,Paradigm Entertainment,7.62,,0.13,2003,Platform,0.1,0.03,0.0,0.0,0.13,2003-01-01
Mx 2002 Featuring Ricky Carmichael,XB,Thq,Pacific Coast Power & Light,7.5,,0.13,2001,Racing,0.1,0.03,0.0,0.0,0.13,2001-01-01
Mega Man Anniversary Collection,XB,Capcom,Atomic Planet Entertainment,8.0,,0.13,2005,Platform,0.1,0.03,0.0,0.0,0.13,2005-01-01
Sally'S Salon,DS,Capcom,Capcom,6.2,,0.13,2008,Simulation,0.12,0.0,0.0,0.01,0.13,2008-01-01
Valentino Rossi: The Game,PS4,Namco Bandai Games,Milestone S.r.l.,6.7,,0.13,2016,Racing,0.01,0.05,0.0,0.01,0.06,2016-01-01
Dreamworks 2-In-1 Party Pack,DS,Activision,Activision,4.18,,0.13,2010,Misc,0.14,0.0,0.0,0.01,0.15,2010-01-01
Pro Evolution Soccer 2016,X360,Konami Digital Entertainment,PES Productions,7.519999999999999,,0.13,2015,Sports,0.04,0.08,0.0,0.01,0.13,2015-01-01
Shrek Smash N' Crash Racing,GC,Activision,Torus Games,5.900000000000001,,0.13,2006,Racing,0.1,0.03,0.0,0.0,0.13,2006-01-01
Song Of The Deep,XONE,Insomniac Games,Insomniac Games,6.6000000000000005,7.1,0.13,2016,Action,0.03,0.0,0.0,0.0,0.04,2016-01-01
Science Papa,WII,Activision,Activision,5.9399999999999995,,0.13,2009,Misc,0.12,0.01,0.0,0.01,0.14,2009-01-01
Space Camp,WII,Activision,7 Studios,5.619999999999999,,0.13,2009,Action,0.12,0.0,0.0,0.01,0.13,2009-01-01
